"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",1,NA,NA,-0.011887437636404,-0.0134384542636311,-0.0139577894175288,-0.000941825988784306,0.00118553337320116,0.0199255372658285,0.02891197963388,-0.0209972042179265,0.021470638397103,0.815976405036762,0.0236675788331262,0.567448859988031,0.0029221626856065,0.00884194515934007,0.00674022343396453,0.0032907398712151
"2",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",-0.012749092826374,NA,NA,1,0.010061695127965,-0.0304671141017829,-0.0118988389688054,0.00500810662073511,0.0147879798458662,0.00649090249993082,0.0150767802931023,-0.0159942556477941,0.936440065081453,-3.71984494518704e-05,0.624526897430453,0.0281089021503027,-0.0297837699780851,-0.0145862104224231,0.0110358372950001
"5",-0.0159724348177649,NA,NA,0.00908034240781269,1,0.218549353770862,0.0788113746189194,-0.076050724894424,-0.0756014911860119,0.0888295666019967,0.0944197843741757,-0.0364095681754552,0.329249564174906,0.00488468658796655,0.305867960579405,0.101069486828867,-0.00221236234510254,-0.0536611552347381,0.171490584268429
"6",0.0112553617096959,NA,NA,-0.00285710333157378,0.234701897783756,1,0.00402746388148405,0.00585533249368321,0.0129928888138833,0.319795870331836,-0.0563731843134379,0.0659915114474708,0.270545449575393,-0.00387481800011132,0.323883161147175,-0.0527094506689303,0.00107621319276243,0.0195251956880738,0.0543237487688281
"7",0.000259389929070975,NA,NA,-0.0142419171706255,0.102037223760562,0.00219487417746438,1,0.970990662309214,0.204939625807838,-0.0141372511578872,0.0649836226149047,-0.0278619599878051,0.0422094100158836,0.0157582557344503,0.0291439686886574,0.0257745492299654,-0.0654799751921527,0.00295215183024269,-0.197517783021274
"8",0.000333736044220665,NA,NA,0.00541385632088586,-0.0978740633884392,0.00371235783541151,0.969900812218252,1,-0.154135013266889,0.0130361952783938,-0.0625765090782373,0.0237325405941052,0.199812857490407,-0.0147841929219461,0.112680875052961,-0.0200650057341748,0.0532958205206936,0.00460305518570729,0.18062261428487
"9",0.0210601005954078,NA,NA,0.0163064534346094,-0.0724235172121729,-0.0146755304978115,0.155616013877343,-0.117000148751496,1,-0.0347694254730819,0.0320985038522662,-0.000165833907013045,0.922479332204633,-0.0715046081502912,0.64196265151126,0.00042120343839287,-0.0759862805714571,0.00707838276161483,-0.0173498380065161
"10",0.0305706596785599,NA,NA,0.00540312772366494,0.0944055003257061,0.314916372579105,-0.0127289779548007,0.0112677396395986,-0.0399503038389758,1,0.0942933149265812,-0.0247053376640428,0.479323701729098,0.0146169122976905,0.489455266137283,0.0167942350173533,-0.0286639537755069,0.117184565080368,-0.195989085077894
"11",-0.036888181418821,NA,NA,0.0109728526806473,0.11663102397651,-0.0954774202382739,0.0619222169933994,-0.0615154974530893,0.0317442785721023,0.108238767362632,1,0.842891393821951,0.54224682966019,-0.00695083705021139,0.77651821519558,-0.436771888879007,0.0291285380638754,-0.142180878385206,-0.0689155524302937
"12",0.0341187293424125,NA,NA,-0.0128790041920979,-0.0410332891843783,0.0858275028403299,-0.0250814255517135,0.0226205718391711,0.00700343311189822,-0.0240484511710598,0.80452711748788,1,-0.0643825436547294,-0.00325431391110778,-0.326448826266952,0.52264546062439,-0.0193555182387744,0.0204535963923516,0.0232304770240506
"13",-0.00266466562914782,NA,NA,0.0203338096293147,-0.0769188712238013,-0.193072369489253,-0.0874572672257151,0.107386198868712,0.00702168996074718,-0.147863327593289,-0.20765083503246,0.122026491665237,1,-0.0747438731084491,1.2092697523199,0.0988972744141163,0.0306814047080794,0.037846810422896,0.0119048051508887
"14",0.0237521748225504,NA,NA,0.000474440195241255,0.00630530967510028,-0.0315558961410965,0.0103718760322934,-0.0099283584232585,-0.0698253275256474,0.0150857645235092,0.00194878026766911,-0.00851825912694017,0.884361417416888,1,0.677978666791883,0.0263373951573564,-0.0175871149345562,0.0030664998721815,-0.00268406342380252
"15",0.0173538989540604,NA,NA,-0.00526980794575006,0.0635360907293352,0.0868806274486528,-0.0582372572969196,0.0465815109276449,0.0263355784589093,0.118232514428992,0.315779736355233,-0.249809561277162,0.486014026386545,0.0639699907001475,1,0.0412744233621153,-0.0192653188765433,0.00314507819205299,0.0062790774814585
"16",-0.00171809370136315,NA,NA,0.0247065189820315,0.0996528334123844,-0.0796638090936377,0.0181601270138975,-0.0149335034065999,-0.00493394760281745,0.0146243086597379,-0.339280508062198,0.426867029602443,0.946696975641154,0.0222673550361219,0.628428424622319,1,0.0140001091650316,0.00309377708785371,-0.140686159510671
"17",0.00967474544783284,NA,NA,-0.0288419673513377,1.93667864321267e-05,-0.0288052044209258,-0.050715394000745,0.0414376567400113,-0.0745050833090259,-0.0234879173024665,0.0306927783364217,-0.0221743547979335,1.03156693830687,-0.0169247711508556,0.674017558798026,0.0198684797257199,1,0.0634477872843936,-0.00977430715868212
"18",0.0062634672675656,NA,NA,-0.0154564469076575,-0.0520053658247457,-0.00818518738589739,0.000943341945772357,0.00452580785675017,0.00600852458829567,0.111303936216594,-0.105511820537555,0.0113214817914248,0.92866759173018,0.00250148929323856,0.616290230344947,0.00723457200155251,0.0635220934746695,1,0.0531542113426719
"19",0.00335640636097026,NA,NA,0.0126722331932591,0.177543373110427,0.0181799454091683,-0.159091826375365,0.145420113854637,-0.018598077728673,-0.18628544710189,-0.0464002576829602,0.0120416838251151,1.22847319396818,-0.002753111148963,0.834217668226356,-0.138675264457874,-0.011408564389614,0.0556766079814643,1
